Transaction_ID,Customer_ID,Customer_Age,Gender,Country,Product_Category,Product_Price($),Quantity_Purchased,Total_Sale_Amount($),Discount_Applied(%),Final_Sale_Amount($),Payment_Method,Order_Placed_Date,Shipping_Duration(Days),Delivery_Status,Customer_Rating(Out_of_5),Refund_Requested,Loyalty_Member,Profit_Margin(%),Customer_Segment
T10722,C5722,35,Male,UK,Books,296.56,8,2372.48,0,2372.48,Debit Card,2023-06-25,11,In Transit,3,Yes,Yes,24.2,Regular
T10723,C5723,49,Female,UK,Electronics,469.64,6,2817.84,5,2676.95,Debit Card,2024-03-24,5,In Transit,2,No,No,23.0,Occasional
T10724,C5724,64,Non-Binary,Germany,Electronics,178.18,2,356.36,15,302.91,Bank Transfer,2023-11-15,14,Returned,5,No,No,27.0,Regular
T10725,C5725,28,Male,India,Clothing,125.68,7,879.76,15,747.8,Credit Card,2023-02-16,1,Cancelled,3,Yes,Yes,21.0,Regular
T10726,C5726,38,Male,India,Sports,329.67,4,1318.68,0,1318.68,Credit Card,2023-03-09,3,Delivered,5,No,Yes,6.7,Premium
T10727,C5727,43,Male,Germany,Home & Kitchen,103.41,2,206.82,10,186.14,Credit Card,2024-04-12,4,Cancelled,2,Yes,No,11.3,Occasional
T10728,C5728,42,Non-Binary,USA,Home & Kitchen,160.93,6,965.58,15,820.74,Credit Card,2023-06-27,5,In Transit,4,No,Yes,25.2,Premium
T10729,C5729,39,Female,Germany,Clothing,116.18,9,1045.62,15,888.78,Bank Transfer,2023-07-08,10,Returned,5,Yes,Yes,9.2,Premium
T10730,C5730,44,Male,Australia,Clothing,39.23,9,353.07,20,282.46,PayPal,2023-05-20,9,Returned,1,Yes,Yes,22.5,Regular
T10731,C5731,30,Non-Binary,India,Books,414.61,8,3316.88,5,3151.04,Credit Card,2023-10-14,4,Cancelled,4,Yes,Yes,24.5,Premium
T10732,C5732,50,Female,UK,Clothing,131.0,3,393.0,10,353.7,Bank Transfer,2023-08-27,3,Cancelled,4,No,Yes,13.3,Premium
T10733,C5733,51,Non-Binary,Australia,Clothing,239.15,3,717.45,5,681.58,PayPal,2024-11-28,10,Delivered,2,No,Yes,13.1,Regular
T10734,C5734,58,Female,India,Home & Kitchen,26.44,2,52.88,10,47.59,PayPal,2023-01-08,1,Returned,2,Yes,Yes,18.9,Regular
T10735,C5735,52,Non-Binary,Germany,Books,351.17,5,1755.85,15,1492.47,Bank Transfer,2023-07-15,13,Cancelled,3,Yes,Yes,26.5,Regular
T10736,C5736,18,Female,Australia,Clothing,168.63,4,674.52,20,539.62,Credit Card,2023-02-10,10,Delivered,3,No,Yes,10.6,Regular
T10737,C5737,38,Male,India,Clothing,373.64,7,2615.48,5,2484.71,PayPal,2023-11-15,6,In Transit,1,No,No,28.5,Occasional
T10738,C5738,23,Female,USA,Books,209.14,4,836.56,15,711.08,Credit Card,2024-01-06,7,Cancelled,4,No,No,20.0,Regular
T10739,C5739,45,Non-Binary,USA,Sports,101.9,9,917.1,10,825.39,Credit Card,2024-10-20,10,In Transit,1,No,No,29.8,Occasional
T10740,C5740,34,Non-Binary,UK,Books,259.02,2,518.04,5,492.14,Debit Card,2023-01-16,8,Delivered,1,No,No,7.2,Occasional
T10741,C5741,22,Female,India,Home & Kitchen,69.6,6,417.6,5,396.72,Credit Card,2023-10-09,12,In Transit,2,Yes,No,8.2,Occasional
T10742,C5742,48,Male,USA,Sports,223.07,7,1561.49,15,1327.27,Debit Card,2023-10-02,1,Returned,1,No,Yes,25.7,Regular
T10743,C5743,22,Male,Germany,Electronics,162.07,4,648.28,5,615.87,PayPal,2024-04-26,12,Returned,1,Yes,Yes,26.6,Regular
T10744,C5744,55,Female,India,Books,456.42,6,2738.52,20,2190.82,Bank Transfer,2023-05-11,4,In Transit,5,No,No,16.1,Regular
T10745,C5745,20,Female,Germany,Home & Kitchen,35.16,7,246.12,20,196.9,Debit Card,2023-06-05,11,Returned,3,Yes,No,22.9,Regular
T10746,C5746,40,Non-Binary,Germany,Sports,348.54,4,1394.16,15,1185.04,Bank Transfer,2023-12-27,5,Delivered,3,Yes,Yes,26.7,Regular
T10747,C5747,54,Male,USA,Books,95.46,8,763.68,10,687.31,PayPal,2024-08-26,2,Returned,4,No,No,6.1,Regular
T10748,C5748,54,Female,India,Clothing,162.93,9,1466.37,15,1246.41,Credit Card,2024-11-04,1,In Transit,3,Yes,Yes,19.3,Regular
T10749,C5749,27,Male,Australia,Books,210.68,1,210.68,20,168.54,PayPal,2024-02-10,8,In Transit,4,Yes,No,26.3,Regular
T10750,C5750,27,Female,USA,Electronics,454.47,7,3181.29,0,3181.29,Bank Transfer,2023-06-09,6,In Transit,5,Yes,Yes,15.0,Premium
T10751,C5751,36,Female,USA,Books,125.08,9,1125.72,0,1125.72,PayPal,2024-06-14,5,Cancelled,3,Yes,No,12.6,Regular
T10752,C5752,34,Male,India,Sports,50.2,5,251.0,5,238.45,Credit Card,2024-05-12,13,In Transit,5,No,Yes,24.9,Premium
T10753,C5753,38,Female,India,Sports,162.75,2,325.5,5,309.22,PayPal,2024-04-12,9,Delivered,3,Yes,No,13.4,Regular
T10754,C5754,31,Female,Germany,Books,56.81,6,340.86,0,340.86,Credit Card,2024-07-26,13,Returned,3,No,No,5.1,Regular
T10755,C5755,26,Non-Binary,India,Sports,68.66,7,480.62,20,384.5,Debit Card,2023-10-01,11,Returned,5,Yes,Yes,29.0,Premium
T10756,C5756,63,Female,Germany,Clothing,289.06,2,578.12,5,549.21,Bank Transfer,2023-12-28,13,Cancelled,1,No,Yes,19.8,Regular
T10757,C5757,18,Female,USA,Books,35.15,2,70.3,15,59.76,Credit Card,2024-02-27,11,Cancelled,1,No,No,25.5,Occasional
T10758,C5758,62,Female,UK,Clothing,20.31,1,20.31,15,17.26,Credit Card,2023-04-07,2,Delivered,1,No,No,25.6,Occasional
T10759,C5759,30,Non-Binary,Australia,Clothing,358.63,4,1434.52,20,1147.62,PayPal,2023-03-02,10,In Transit,1,Yes,Yes,6.7,Regular
T10760,C5760,21,Male,USA,Home & Kitchen,184.02,7,1288.14,5,1223.73,Debit Card,2023-07-29,12,Cancelled,3,No,Yes,9.3,Regular
T10761,C5761,18,Non-Binary,India,Books,67.06,9,603.54,15,513.01,Credit Card,2024-09-04,8,Returned,2,No,Yes,12.8,Regular
T10762,C5762,57,Non-Binary,Australia,Sports,130.54,3,391.62,5,372.04,Debit Card,2024-10-27,11,Cancelled,5,Yes,No,13.0,Regular
T10763,C5763,49,Male,UK,Clothing,322.83,7,2259.81,5,2146.82,Debit Card,2023-02-09,14,Cancelled,2,No,No,21.5,Occasional
T10764,C5764,51,Non-Binary,UK,Home & Kitchen,141.39,7,989.73,15,841.27,PayPal,2023-11-04,10,In Transit,2,Yes,Yes,20.6,Regular
T10765,C5765,45,Male,Germany,Books,249.79,7,1748.53,0,1748.53,Credit Card,2023-06-04,13,Cancelled,4,Yes,No,17.4,Regular
T10766,C5766,48,Non-Binary,Australia,Books,65.24,2,130.48,15,110.91,PayPal,2024-02-23,9,Delivered,1,No,No,10.3,Occasional
T10767,C5767,25,Male,Germany,Electronics,296.11,6,1776.66,20,1421.33,Bank Transfer,2023-12-30,1,Returned,3,Yes,Yes,14.5,Regular
T10768,C5768,56,Female,USA,Electronics,161.46,2,322.92,10,290.63,Bank Transfer,2023-02-27,7,In Transit,1,Yes,No,18.6,Occasional
T10769,C5769,43,Non-Binary,Australia,Clothing,315.35,6,1892.1,15,1608.28,Credit Card,2023-07-13,8,Returned,1,Yes,Yes,16.7,Regular
T10770,C5770,51,Non-Binary,USA,Electronics,405.16,3,1215.48,5,1154.71,Debit Card,2024-05-31,3,Delivered,2,No,Yes,8.2,Regular
T10771,C5771,20,Non-Binary,Germany,Clothing,307.76,2,615.52,5,584.74,Credit Card,2024-06-05,14,Delivered,4,Yes,No,21.2,Regular
T10772,C5772,29,Non-Binary,Australia,Sports,151.4,6,908.4,15,772.14,Credit Card,2024-10-22,4,Cancelled,1,Yes,No,6.8,Occasional
T10773,C5773,18,Female,Germany,Clothing,131.59,2,263.18,10,236.86,Bank Transfer,2023-05-30,13,Cancelled,5,Yes,Yes,14.5,Premium
T10774,C5774,61,Non-Binary,Australia,Electronics,167.07,5,835.35,15,710.05,Bank Transfer,2024-05-30,3,Cancelled,5,No,Yes,22.8,Premium
T10775,C5775,22,Female,Germany,Sports,86.49,2,172.98,10,155.68,Debit Card,2023-11-17,7,Returned,1,Yes,Yes,5.5,Regular
T10776,C5776,47,Female,UK,Electronics,94.68,3,284.04,10,255.64,Debit Card,2024-10-11,9,Delivered,2,No,No,19.2,Occasional
T10777,C5777,47,Female,Germany,Clothing,396.39,3,1189.17,20,951.34,Credit Card,2024-03-20,3,In Transit,2,Yes,Yes,13.4,Regular
T10778,C5778,34,Female,UK,Home & Kitchen,195.44,6,1172.64,5,1114.01,PayPal,2024-01-17,13,Cancelled,3,No,Yes,5.2,Regular
T10779,C5779,64,Male,Germany,Books,220.82,6,1324.92,5,1258.67,Credit Card,2023-03-04,6,Returned,4,No,Yes,9.8,Premium
T10780,C5780,40,Male,Australia,Electronics,299.05,3,897.15,10,807.44,Debit Card,2023-05-31,8,Cancelled,2,No,Yes,28.5,Regular
T10781,C5781,32,Non-Binary,Australia,Clothing,296.88,3,890.64,5,846.11,PayPal,2023-10-01,6,Delivered,3,Yes,No,18.0,Regular
T10782,C5782,54,Male,Australia,Sports,38.35,1,38.35,0,38.35,Bank Transfer,2023-05-09,2,In Transit,5,Yes,No,29.9,Regular
T10783,C5783,38,Male,India,Electronics,416.61,7,2916.27,10,2624.64,Debit Card,2024-09-14,13,Delivered,5,Yes,Yes,18.1,Premium
T10784,C5784,31,Non-Binary,USA,Electronics,92.78,8,742.24,5,705.13,Debit Card,2024-03-12,7,Returned,5,No,No,18.6,Regular
T10785,C5785,19,Non-Binary,Australia,Books,362.92,2,725.84,0,725.84,PayPal,2024-10-21,2,Cancelled,1,Yes,No,14.8,Occasional
T10786,C5786,28,Non-Binary,UK,Clothing,387.47,4,1549.88,20,1239.9,Debit Card,2024-10-04,2,Delivered,4,Yes,No,12.8,Regular
T10787,C5787,56,Male,Australia,Home & Kitchen,358.88,7,2512.16,5,2386.55,Debit Card,2023-08-05,2,Returned,3,No,Yes,11.3,Regular
T10788,C5788,55,Male,India,Sports,291.59,8,2332.72,0,2332.72,Debit Card,2023-10-11,11,Cancelled,4,Yes,No,13.6,Regular
T10789,C5789,51,Non-Binary,UK,Clothing,12.23,1,12.23,15,10.4,Debit Card,2024-03-21,1,In Transit,1,Yes,No,16.5,Occasional
T10790,C5790,55,Female,India,Sports,183.39,4,733.56,15,623.53,Debit Card,2023-12-07,14,Delivered,3,No,Yes,9.8,Regular
T10791,C5791,51,Non-Binary,UK,Electronics,304.4,6,1826.4,0,1826.4,Debit Card,2024-03-31,11,Cancelled,3,No,Yes,10.6,Regular
T10792,C5792,35,Female,Germany,Books,196.79,3,590.37,10,531.33,Debit Card,2024-05-07,1,Cancelled,2,Yes,No,11.8,Occasional
T10793,C5793,47,Female,USA,Books,432.42,5,2162.1,10,1945.89,Debit Card,2024-01-08,14,Cancelled,4,No,No,16.2,Regular
T10794,C5794,32,Non-Binary,USA,Home & Kitchen,157.86,9,1420.74,5,1349.7,Bank Transfer,2024-03-03,7,Cancelled,4,Yes,Yes,21.3,Premium
T10795,C5795,44,Non-Binary,India,Books,150.3,3,450.9,15,383.27,Debit Card,2024-07-16,13,Delivered,2,Yes,Yes,26.4,Regular
T10796,C5796,51,Non-Binary,USA,Electronics,136.67,5,683.35,10,615.02,Bank Transfer,2023-10-23,14,Cancelled,5,Yes,Yes,12.2,Premium
T10797,C5797,55,Male,India,Home & Kitchen,169.73,8,1357.84,10,1222.06,Bank Transfer,2024-03-20,14,Returned,1,Yes,Yes,9.6,Regular
T10798,C5798,50,Female,India,Clothing,280.92,6,1685.52,15,1432.69,Credit Card,2024-03-16,14,Delivered,4,Yes,No,14.5,Regular
T10799,C5799,41,Male,India,Books,354.97,4,1419.88,20,1135.9,Credit Card,2023-01-20,12,Cancelled,2,No,Yes,27.4,Regular
T10800,C5800,32,Male,USA,Home & Kitchen,332.97,8,2663.76,10,2397.38,Bank Transfer,2024-11-09,5,Delivered,3,No,No,5.2,Regular
T10801,C5801,47,Non-Binary,India,Electronics,404.82,3,1214.46,0,1214.46,Bank Transfer,2024-09-02,11,Returned,2,Yes,No,21.9,Occasional
T10802,C5802,59,Male,USA,Sports,443.53,3,1330.59,5,1264.06,Debit Card,2023-12-02,3,Returned,5,No,No,16.9,Regular
T10803,C5803,34,Non-Binary,India,Sports,408.96,4,1635.84,10,1472.26,Credit Card,2024-01-20,1,Delivered,1,No,Yes,9.0,Regular
T10804,C5804,22,Female,Australia,Electronics,14.38,9,129.42,10,116.48,PayPal,2023-07-20,11,Cancelled,5,Yes,Yes,13.0,Premium
T10805,C5805,46,Non-Binary,India,Electronics,369.28,5,1846.4,20,1477.12,Credit Card,2024-11-16,10,Cancelled,3,No,No,10.6,Regular
T10806,C5806,21,Male,UK,Sports,108.16,8,865.28,0,865.28,Bank Transfer,2024-10-20,6,Returned,3,No,No,26.9,Regular
T10807,C5807,27,Male,India,Home & Kitchen,70.8,6,424.8,5,403.56,Bank Transfer,2024-05-28,11,Cancelled,3,Yes,No,17.0,Regular
T10808,C5808,34,Non-Binary,Germany,Sports,321.05,3,963.15,10,866.84,Debit Card,2023-05-06,1,Returned,3,Yes,No,19.1,Regular
T10809,C5809,27,Non-Binary,India,Electronics,163.27,8,1306.16,5,1240.85,Debit Card,2023-02-19,9,Cancelled,2,Yes,No,19.8,Occasional
T10810,C5810,34,Male,UK,Books,33.27,9,299.43,15,254.52,Credit Card,2024-10-18,2,Returned,3,Yes,Yes,21.0,Regular
T10811,C5811,37,Female,UK,Clothing,73.13,8,585.04,10,526.54,Debit Card,2023-01-26,1,In Transit,3,Yes,Yes,17.4,Regular
T10812,C5812,41,Female,USA,Books,5.46,4,21.84,10,19.66,PayPal,2024-05-19,12,Cancelled,2,Yes,Yes,5.4,Regular
T10813,C5813,22,Non-Binary,Australia,Books,452.1,6,2712.6,15,2305.71,PayPal,2024-08-31,7,Cancelled,3,Yes,No,13.4,Regular
T10814,C5814,51,Female,India,Electronics,17.19,1,17.19,20,13.75,Debit Card,2024-06-25,6,Cancelled,5,No,No,9.6,Regular
T10815,C5815,23,Male,USA,Sports,108.68,4,434.72,10,391.25,PayPal,2023-09-16,6,Delivered,5,Yes,Yes,22.0,Premium
T10816,C5816,19,Non-Binary,Australia,Home & Kitchen,211.05,8,1688.4,5,1603.98,PayPal,2023-01-12,14,Cancelled,4,No,Yes,6.4,Premium
T10817,C5817,30,Male,India,Books,181.5,1,181.5,0,181.5,Credit Card,2023-10-08,5,Delivered,5,No,No,19.1,Regular
T10818,C5818,60,Male,Germany,Sports,456.3,3,1368.9,5,1300.46,PayPal,2023-09-02,11,Delivered,1,Yes,Yes,10.3,Regular
T10819,C5819,60,Female,India,Home & Kitchen,24.94,1,24.94,20,19.95,Bank Transfer,2024-12-21,4,Returned,1,No,Yes,28.7,Regular
T10820,C5820,28,Non-Binary,UK,Books,258.55,9,2326.95,0,2326.95,Bank Transfer,2024-05-10,11,Delivered,1,No,Yes,13.4,Regular
T10821,C5821,64,Non-Binary,UK,Home & Kitchen,341.84,2,683.68,5,649.5,Credit Card,2023-01-18,4,Delivered,2,No,No,13.1,Occasional
T10822,C5822,40,Female,Germany,Sports,466.19,9,4195.71,5,3985.92,Debit Card,2024-02-29,3,In Transit,5,Yes,No,28.1,Regular
T10823,C5823,33,Male,USA,Clothing,312.08,4,1248.32,15,1061.07,Credit Card,2023-09-10,10,Cancelled,1,No,Yes,15.4,Regular
T10824,C5824,48,Male,Australia,Sports,402.86,2,805.72,20,644.58,Debit Card,2024-12-31,8,Delivered,4,No,No,29.1,Regular
T10825,C5825,28,Male,India,Electronics,46.44,4,185.76,15,157.9,Debit Card,2023-01-30,7,Cancelled,2,Yes,Yes,5.6,Regular
T10826,C5826,33,Male,UK,Home & Kitchen,196.04,6,1176.24,0,1176.24,Debit Card,2024-05-20,9,Delivered,4,No,Yes,12.7,Premium
T10827,C5827,25,Non-Binary,USA,Clothing,190.1,7,1330.7,15,1131.1,Debit Card,2023-07-14,1,Returned,5,No,No,21.7,Regular
T10828,C5828,21,Non-Binary,Germany,Home & Kitchen,443.71,3,1331.13,20,1064.9,Debit Card,2024-01-25,7,In Transit,3,No,No,27.3,Regular
T10829,C5829,57,Female,UK,Home & Kitchen,79.93,3,239.79,10,215.81,Credit Card,2023-05-04,10,Delivered,4,No,No,11.4,Regular
T10830,C5830,21,Female,Germany,Books,80.18,8,641.44,10,577.3,Debit Card,2024-09-05,4,Cancelled,3,No,Yes,28.3,Regular
T10831,C5831,42,Non-Binary,India,Electronics,167.64,5,838.2,0,838.2,PayPal,2023-05-08,7,Returned,2,Yes,Yes,19.9,Regular
T10832,C5832,20,Non-Binary,Australia,Home & Kitchen,31.96,4,127.84,10,115.06,PayPal,2024-10-14,13,Cancelled,4,No,Yes,25.0,Premium
T10833,C5833,49,Male,UK,Sports,95.32,7,667.24,15,567.15,Debit Card,2023-09-04,12,Returned,4,Yes,No,14.9,Regular
T10834,C5834,20,Male,UK,Sports,482.78,7,3379.46,0,3379.46,PayPal,2024-05-08,1,In Transit,2,No,Yes,10.3,Regular
T10835,C5835,44,Female,India,Books,216.95,9,1952.55,20,1562.04,Bank Transfer,2023-04-02,5,Returned,2,Yes,Yes,27.8,Regular
T10836,C5836,46,Non-Binary,USA,Electronics,317.85,9,2860.65,0,2860.65,Credit Card,2023-06-26,3,Cancelled,1,Yes,Yes,28.3,Regular
T10837,C5837,49,Female,Australia,Electronics,364.43,5,1822.15,0,1822.15,Credit Card,2023-10-23,5,Cancelled,5,Yes,Yes,17.4,Premium
T10838,C5838,36,Non-Binary,UK,Sports,186.65,8,1493.2,5,1418.54,Debit Card,2024-06-15,4,Delivered,4,No,No,5.2,Regular
T10839,C5839,38,Male,Australia,Clothing,77.88,1,77.88,5,73.99,Debit Card,2024-06-22,2,Returned,4,No,No,7.7,Regular
T10840,C5840,22,Female,UK,Books,107.26,9,965.34,0,965.34,Bank Transfer,2024-03-18,11,Cancelled,2,No,No,19.3,Occasional
T10841,C5841,35,Female,Australia,Books,160.07,8,1280.56,10,1152.5,Debit Card,2024-10-20,4,Delivered,2,No,Yes,5.6,Regular
T10842,C5842,45,Non-Binary,Germany,Sports,319.85,6,1919.1,5,1823.14,PayPal,2023-03-21,3,In Transit,5,No,Yes,14.9,Premium
T10843,C5843,59,Male,UK,Sports,202.15,3,606.45,20,485.16,Bank Transfer,2024-03-25,13,Cancelled,2,Yes,Yes,12.6,Regular
T10844,C5844,39,Female,Australia,Clothing,8.37,3,25.11,15,21.34,PayPal,2024-01-01,1,Delivered,3,Yes,No,22.9,Regular
T10845,C5845,38,Male,USA,Clothing,264.09,8,2112.72,5,2007.08,Credit Card,2024-12-30,12,Cancelled,3,Yes,No,6.4,Regular
T10846,C5846,23,Female,Germany,Electronics,461.15,5,2305.75,0,2305.75,PayPal,2023-04-28,10,Returned,3,No,No,17.2,Regular
T10847,C5847,18,Male,Germany,Books,406.98,7,2848.86,10,2563.97,Credit Card,2024-07-22,8,Delivered,3,No,No,19.5,Regular
T10848,C5848,22,Non-Binary,USA,Books,413.48,5,2067.4,15,1757.29,PayPal,2024-12-15,5,Returned,5,Yes,No,20.4,Regular
T10849,C5849,58,Female,Australia,Sports,398.55,8,3188.4,5,3028.98,Credit Card,2023-08-20,4,In Transit,4,No,Yes,15.1,Premium
T10850,C5850,29,Female,India,Electronics,165.25,4,661.0,10,594.9,Debit Card,2024-09-11,10,Returned,3,No,No,12.6,Regular
T10851,C5851,43,Male,USA,Books,383.77,2,767.54,10,690.79,PayPal,2023-09-13,12,Delivered,2,Yes,No,22.1,Occasional
T10852,C5852,63,Male,Australia,Electronics,75.86,3,227.58,10,204.82,Credit Card,2024-04-17,5,Cancelled,3,Yes,No,26.2,Regular
T10853,C5853,51,Female,USA,Electronics,330.57,8,2644.56,0,2644.56,PayPal,2023-06-09,4,Delivered,5,No,Yes,22.3,Premium
T10854,C5854,31,Non-Binary,USA,Sports,322.58,7,2258.06,20,1806.45,Bank Transfer,2024-01-13,3,Returned,2,No,No,28.3,Occasional
T10855,C5855,43,Male,UK,Electronics,17.66,2,35.32,10,31.79,Debit Card,2024-06-07,5,Returned,3,Yes,No,22.9,Regular
T10856,C5856,62,Male,Australia,Clothing,395.05,6,2370.3,15,2014.76,Credit Card,2023-04-12,4,Cancelled,4,No,No,24.1,Regular
T10857,C5857,44,Male,India,Clothing,452.11,9,4068.99,5,3865.54,Bank Transfer,2023-03-27,1,In Transit,2,Yes,Yes,9.2,Regular
T10858,C5858,26,Female,UK,Home & Kitchen,137.37,4,549.48,15,467.06,PayPal,2023-02-19,12,Delivered,2,Yes,Yes,15.5,Regular
T10859,C5859,43,Female,USA,Sports,407.13,9,3664.17,0,3664.17,Bank Transfer,2024-04-14,3,Cancelled,4,Yes,No,17.1,Regular
T10860,C5860,64,Female,USA,Home & Kitchen,45.79,2,91.58,0,91.58,PayPal,2023-03-26,10,Cancelled,2,No,No,11.4,Occasional
T10861,C5861,39,Female,USA,Clothing,301.98,2,603.96,15,513.37,Debit Card,2023-04-10,10,Cancelled,3,Yes,No,18.2,Regular
T10862,C5862,64,Non-Binary,Australia,Home & Kitchen,245.4,9,2208.6,20,1766.88,Bank Transfer,2023-08-24,8,Delivered,2,Yes,No,12.3,Occasional
T10863,C5863,47,Non-Binary,Australia,Sports,275.23,7,1926.61,0,1926.61,Debit Card,2023-08-22,7,Delivered,3,No,Yes,22.2,Regular
T10864,C5864,60,Female,UK,Sports,463.47,7,3244.29,0,3244.29,Credit Card,2024-11-29,2,Delivered,4,Yes,No,16.8,Regular
T10865,C5865,34,Non-Binary,India,Electronics,436.3,1,436.3,15,370.86,PayPal,2023-06-28,1,In Transit,1,No,Yes,16.5,Regular
T10866,C5866,43,Male,UK,Books,393.62,6,2361.72,0,2361.72,PayPal,2023-01-02,3,Cancelled,4,No,No,29.6,Regular
T10867,C5867,53,Male,Germany,Electronics,140.48,7,983.36,20,786.69,Debit Card,2024-11-20,5,Returned,3,No,Yes,14.8,Regular
T10868,C5868,18,Male,USA,Sports,456.35,6,2738.1,20,2190.48,Debit Card,2023-11-10,10,Returned,5,Yes,Yes,14.1,Premium
T10869,C5869,25,Female,USA,Clothing,53.27,6,319.62,20,255.7,Credit Card,2024-09-06,11,Cancelled,4,Yes,No,13.0,Regular
T10870,C5870,52,Male,USA,Clothing,427.4,2,854.8,5,812.06,Bank Transfer,2023-09-25,12,Returned,5,No,Yes,27.4,Premium
T10871,C5871,32,Non-Binary,UK,Electronics,167.44,6,1004.64,20,803.71,PayPal,2024-11-14,1,In Transit,5,No,No,17.4,Regular
T10872,C5872,64,Female,UK,Sports,31.62,4,126.48,20,101.18,PayPal,2024-10-09,3,In Transit,3,No,Yes,20.0,Regular
T10873,C5873,39,Non-Binary,USA,Clothing,336.33,9,3026.97,5,2875.62,Credit Card,2024-03-29,3,Delivered,3,Yes,Yes,9.5,Regular
T10874,C5874,31,Male,UK,Sports,119.48,1,119.48,10,107.53,Credit Card,2024-10-30,5,Delivered,1,No,No,18.5,Occasional
T10875,C5875,43,Male,Australia,Clothing,125.57,8,1004.56,0,1004.56,Debit Card,2024-02-13,3,Delivered,2,No,No,11.9,Occasional
T10876,C5876,45,Male,Australia,Sports,156.49,5,782.45,20,625.96,Debit Card,2024-09-25,13,Delivered,4,No,Yes,23.3,Premium
T10877,C5877,40,Female,UK,Home & Kitchen,36.52,1,36.52,0,36.52,Bank Transfer,2023-09-23,9,Delivered,3,Yes,Yes,25.8,Regular
T10878,C5878,31,Non-Binary,USA,Sports,92.68,4,370.72,15,315.11,Credit Card,2024-11-25,1,Returned,4,No,No,22.9,Regular
T10879,C5879,41,Female,UK,Sports,7.54,1,7.54,0,7.54,Bank Transfer,2024-11-12,4,Returned,5,Yes,No,23.3,Regular
T10880,C5880,19,Female,UK,Electronics,225.48,6,1352.88,5,1285.24,Credit Card,2024-09-29,13,Delivered,2,Yes,No,17.8,Occasional
T10881,C5881,62,Male,UK,Home & Kitchen,46.71,2,93.42,0,93.42,PayPal,2024-02-15,13,In Transit,1,No,Yes,22.8,Regular
T10882,C5882,43,Female,Germany,Books,342.91,5,1714.55,0,1714.55,Credit Card,2023-01-02,10,Returned,4,No,No,15.6,Regular
T10883,C5883,31,Female,Australia,Electronics,121.63,7,851.41,0,851.41,Credit Card,2023-08-02,10,In Transit,2,No,No,21.3,Occasional
T10884,C5884,24,Male,India,Books,472.07,2,944.14,10,849.73,PayPal,2024-02-08,4,In Transit,1,Yes,Yes,11.5,Regular
T10885,C5885,20,Female,India,Clothing,436.27,6,2617.62,10,2355.86,Credit Card,2023-05-26,1,Cancelled,4,Yes,No,6.7,Regular
T10886,C5886,64,Male,Germany,Books,148.27,6,889.62,15,756.18,Bank Transfer,2023-10-08,14,Cancelled,2,Yes,No,15.3,Occasional
T10887,C5887,40,Male,UK,Sports,392.69,5,1963.45,5,1865.28,Debit Card,2023-04-08,2,Delivered,3,No,No,16.5,Regular
T10888,C5888,63,Male,Germany,Books,402.61,5,2013.05,0,2013.05,Debit Card,2024-02-11,11,In Transit,4,Yes,No,11.4,Regular
T10889,C5889,60,Male,Germany,Electronics,493.35,3,1480.05,0,1480.05,Bank Transfer,2023-04-05,1,Returned,2,No,Yes,23.2,Regular
T10890,C5890,64,Female,USA,Electronics,300.93,2,601.86,0,601.86,PayPal,2024-07-14,6,Cancelled,1,No,No,6.8,Occasional
T10891,C5891,62,Male,Australia,Books,45.57,7,318.99,0,318.99,Credit Card,2023-11-25,3,Cancelled,2,No,No,10.6,Occasional
T10892,C5892,35,Male,India,Electronics,325.18,1,325.18,10,292.66,Bank Transfer,2023-05-25,7,In Transit,3,Yes,No,23.7,Regular
T10893,C5893,55,Female,UK,Electronics,314.36,6,1886.16,15,1603.24,Debit Card,2024-08-17,5,Cancelled,4,Yes,No,15.9,Regular
T10894,C5894,52,Female,India,Books,320.98,6,1925.88,20,1540.7,Debit Card,2023-06-15,9,Cancelled,4,Yes,No,22.6,Regular
T10895,C5895,32,Non-Binary,India,Home & Kitchen,157.04,3,471.12,5,447.56,Bank Transfer,2023-01-24,7,Returned,4,No,No,19.2,Regular
T10896,C5896,42,Female,Australia,Home & Kitchen,430.54,2,861.08,0,861.08,Debit Card,2024-08-23,4,In Transit,3,Yes,Yes,28.8,Regular
T10897,C5897,54,Female,India,Clothing,479.94,2,959.88,15,815.9,Bank Transfer,2023-04-25,5,Cancelled,1,Yes,Yes,19.9,Regular
T10898,C5898,45,Non-Binary,India,Electronics,112.77,9,1014.93,20,811.94,Debit Card,2024-07-19,5,In Transit,4,No,Yes,5.4,Premium
T10899,C5899,27,Female,Germany,Books,48.64,5,243.2,15,206.72,Bank Transfer,2024-06-03,11,Cancelled,1,No,No,13.8,Occasional
T10900,C5900,56,Female,Australia,Electronics,101.29,7,709.03,10,638.13,Credit Card,2023-07-18,5,Returned,2,Yes,No,8.6,Occasional
T10901,C5901,34,Female,USA,Sports,411.17,5,2055.85,20,1644.68,Credit Card,2023-11-22,10,In Transit,1,No,No,28.1,Occasional
T10902,C5902,56,Female,UK,Electronics,339.94,7,2379.58,15,2022.64,Credit Card,2024-02-12,9,Cancelled,1,Yes,Yes,7.6,Regular
T10903,C5903,39,Non-Binary,India,Electronics,319.84,4,1279.36,10,1151.42,Credit Card,2024-07-22,10,Returned,4,No,No,14.7,Regular
